wavelengthmicrons,Reindex,Imindex
0.702515,1.66305,0.842021
0.701299,1.66396,0.841055
0.700086,1.66486,0.840096
0.7,1.66492,0.840028
0.698878,1.66575,0.839144
0.697674,1.66663,0.8382
0.696475,1.6675,0.837264
0.695279,1.66837,0.836334
0.694087,1.66923,0.835412
0.6929,1.67008,0.834496
0.691716,1.67092,0.833588
0.690537,1.67176,0.832686
0.69,1.67214,0.832277
0.689362,1.67259,0.831792
0.68819,1.67341,0.830904
0.687023,1.67422,0.830022
0.685859,1.67502,0.829148
0.6847,1.67582,0.828279
0.683544,1.67661,0.827418
0.682393,1.67739,0.826562
0.681245,1.67816,0.825713
0.680101,1.67893,0.82487
0.68,1.67899,0.824796
0.678961,1.67969,0.824033
0.677824,1.68044,0.823202
0.676692,1.68118,0.822377
0.675563,1.68192,0.821558
0.674438,1.68265,0.820745
0.673317,1.68337,0.819938
0.672199,1.68409,0.819136
0.671085,1.6848,0.81834
0.67,1.68548,0.817567
0.669975,1.6855,0.817549
0.668869,1.68619,0.816765
0.667766,1.68688,0.815985
0.666667,1.68756,0.815211
0.665571,1.68824,0.814442
0.664479,1.6889,0.813679
0.663391,1.68956,0.81292
0.662306,1.69022,0.812167
0.661224,1.69086,0.811419
0.660147,1.69151,0.810676
0.66,1.69159,0.810575
0.659072,1.69214,0.809937
0.658002,1.69277,0.809204
0.656934,1.69339,0.808476
0.65587,1.694,0.807752
0.65481,1.69461,0.807033
0.653753,1.69521,0.806319
0.652699,1.69581,0.80561
0.651649,1.6964,0.804905
0.650602,1.69698,0.804204
0.65,1.69732,0.803802
0.649559,1.69756,0.803508
0.648519,1.69813,0.802817
0.647482,1.6987,0.802129
0.646449,1.69926,0.801446
0.645418,1.69981,0.800768
0.644391,1.70036,0.800093
0.643368,1.7009,0.799423
0.642347,1.70144,0.798757
0.64133,1.70197,0.798095
0.640316,1.70249,0.797437
0.64,1.70265,0.797232
0.639305,1.70301,0.796783
0.638298,1.70352,0.796133
0.637293,1.70403,0.795487
0.636292,1.70453,0.794845
0.635294,1.70502,0.794206
0.634299,1.70551,0.793571
0.633307,1.706,0.79294
0.632319,1.70648,0.792313
0.631333,1.70695,0.79169
0.63035,1.70742,0.791069
0.63,1.70759,0.790849
0.629371,1.70788,0.790453
0.628394,1.70834,0.78984
0.627421,1.70879,0.789231
0.62645,1.70924,0.788624
0.625483,1.70968,0.788022
0.624518,1.71012,0.787423
0.623557,1.71055,0.786827
0.622598,1.71098,0.786234
0.621642,1.7114,0.785645
0.62069,1.71182,0.785058
0.62,1.71212,0.784635
0.61974,1.71223,0.784475
0.618793,1.71264,0.783896
0.617849,1.71304,0.783319
0.616908,1.71344,0.782745
0.61597,1.71383,0.782175
0.615034,1.71422,0.781607
0.614102,1.7146,0.781042
0.613172,1.71498,0.780481
0.612245,1.71535,0.779922
0.611321,1.71572,0.779366
0.610399,1.71608,0.778813
0.61,1.71624,0.778573
0.609481,1.71644,0.778263
0.608565,1.7168,0.777715
0.607652,1.71715,0.777171
0.606742,1.71749,0.776629
0.605834,1.71784,0.776089
0.604929,1.71817,0.775553
0.604027,1.71851,0.775019
0.603127,1.71883,0.774487
0.60223,1.71916,0.773959
0.601336,1.71948,0.773432
0.600445,1.71979,0.772909
0.6,1.71995,0.772648
0.599556,1.7201,0.772387
0.59867,1.72041,0.771869
0.597786,1.72071,0.771352
0.596905,1.72101,0.770838
0.596026,1.72131,0.770327
0.595151,1.7216,0.769818
0.594277,1.72188,0.769311
0.593407,1.72216,0.768806
0.592538,1.72244,0.768304
0.591673,1.72272,0.767804
0.59081,1.72299,0.767307
0.59,1.72324,0.76684
0.589949,1.72325,0.766811
0.589091,1.72352,0.766318
0.588235,1.72377,0.765827
0.587382,1.72403,0.765338
0.586531,1.72428,0.764851
0.585683,1.72453,0.764366
0.584838,1.72477,0.763883
0.583994,1.72501,0.763402
0.583153,1.72525,0.762924
0.582315,1.72548,0.762447
0.581479,1.72571,0.761973
0.580645,1.72593,0.7615
0.58,1.7261,0.761134
0.579814,1.72615,0.761029
0.578985,1.72637,0.76056
0.578158,1.72659,0.760093
0.577334,1.7268,0.759628
0.576512,1.727,0.759165
0.575693,1.72721,0.758704
0.574876,1.72741,0.758244
0.574061,1.72761,0.757787
0.573248,1.7278,0.757331
0.572438,1.72799,0.756877
0.57163,1.72818,0.756424
0.570825,1.72836,0.755974
0.570021,1.72854,0.755525
0.57,1.72855,0.755513
0.56922,1.72872,0.755077
0.568421,1.72889,0.754632
0.567624,1.72906,0.754188
0.56683,1.72923,0.753746
0.566038,1.7294,0.753305
0.565248,1.72956,0.752866
0.56446,1.72972,0.752428
0.563674,1.72987,0.751992
0.562891,1.73002,0.751558
0.56211,1.73017,0.751125
0.561331,1.73032,0.750694
0.560554,1.73046,0.750264
0.56,1.73056,0.749958
0.559779,1.7306,0.749836
0.559006,1.73074,0.749409
0.558236,1.73087,0.748984
0.557467,1.731,0.74856
0.556701,1.73113,0.748137
0.555937,1.73126,0.747716
0.555175,1.73138,0.747297
0.554415,1.7315,0.746878
0.553657,1.73161,0.746461
0.552901,1.73173,0.746046
0.552147,1.73184,0.745632
0.551396,1.73195,0.745219
0.550646,1.73205,0.744807
0.55,1.73214,0.744453
0.549898,1.73216,0.744397
0.549153,1.73226,0.743988
0.548409,1.73236,0.74358
0.547667,1.73245,0.743174
0.546928,1.73254,0.742769
0.54619,1.73263,0.742365
0.545455,1.73272,0.741962
0.544721,1.73281,0.741561
0.543989,1.73289,0.74116
0.54326,1.73297,0.740761
0.542532,1.73304,0.740363
0.541806,1.73312,0.739967
0.541082,1.73319,0.739571
0.54036,1.73326,0.739176
0.54,1.7333,0.73898
0.53964,1.73333,0.738783
0.538922,1.73339,0.738391
0.538206,1.73346,0.738
0.537492,1.73352,0.73761
0.536779,1.73357,0.737221
0.536069,1.73363,0.736833
0.53536,1.73368,0.736446
0.534653,1.73373,0.73606
0.533949,1.73378,0.735676
0.533246,1.73383,0.735292
0.532544,1.73387,0.734909
0.531845,1.73391,0.734528
0.531148,1.73395,0.734147
0.530452,1.73399,0.733768
0.53,1.73401,0.733521
0.529758,1.73402,0.733389
0.529066,1.73406,0.733011
0.528376,1.73409,0.732634
0.527687,1.73412,0.732259
0.527001,1.73414,0.731884
0.526316,1.73417,0.73151
0.525633,1.73419,0.731137
0.524951,1.73421,0.730765
0.524272,1.73423,0.730394
0.523594,1.73424,0.730023
0.522918,1.73426,0.729654
0.522244,1.73427,0.729286
0.521571,1.73428,0.728918
0.5209,1.73429,0.728551
0.520231,1.73429,0.728185
0.52,1.7343,0.728059
0.519564,1.7343,0.72782
0.518898,1.7343,0.727456
0.518234,1.7343,0.727093
0.517572,1.7343,0.72673
0.516911,1.7343,0.726368
0.516252,1.73429,0.726007
0.515595,1.73428,0.725647
0.51494,1.73427,0.725288
0.514286,1.73426,0.724929
0.513633,1.73425,0.724572
0.512983,1.73424,0.724214
0.512334,1.73422,0.723858
0.511687,1.7342,0.723503
0.511041,1.73418,0.723148
0.510397,1.73416,0.722794
0.51,1.73415,0.722576
0.509755,1.73414,0.722441
0.509114,1.73411,0.722088
0.508475,1.73408,0.721736
0.507837,1.73406,0.721385
0.507201,1.73403,0.721035
0.506567,1.73399,0.720685
0.505934,1.73396,0.720336
0.505303,1.73392,0.719988
0.504673,1.73389,0.71964
0.504045,1.73385,0.719293
0.503418,1.73381,0.718947
0.502793,1.73377,0.718601
0.50217,1.73372,0.718256
0.501548,1.73368,0.717911
0.500928,1.73363,0.717568
0.500309,1.73358,0.717225
0.5,1.73356,0.717053
0.499692,1.73353,0.716882
0.499076,1.73348,0.71654
0.498462,1.73343,0.716199
0.497849,1.73338,0.715858
0.497238,1.73332,0.715518
0.496628,1.73326,0.715179
0.49602,1.73321,0.71484
0.495413,1.73315,0.714502
0.494808,1.73308,0.714164
0.494204,1.73302,0.713827
0.493601,1.73296,0.713491
0.493001,1.73289,0.713155
0.492401,1.73283,0.71282
0.491803,1.73276,0.712485
0.491207,1.73269,0.712151
0.490612,1.73262,0.711817
0.490018,1.73254,0.711484
0.49,1.73254,0.711474
0.489426,1.73247,0.711151
0.488835,1.73239,0.710819
0.488246,1.73232,0.710488
0.487658,1.73224,0.710157
0.487072,1.73216,0.709826
0.486486,1.73208,0.709496
0.485903,1.732,0.709167
0.485321,1.73192,0.708838
0.48474,1.73183,0.708509
0.48416,1.73175,0.708182
0.483582,1.73166,0.707854
0.483005,1.73157,0.707527
0.48243,1.73148,0.707201
0.481856,1.73139,0.706875
0.481283,1.7313,0.706549
0.480712,1.73121,0.706224
0.480142,1.73111,0.7059
0.48,1.73109,0.705819
0.479574,1.73102,0.705575
0.479007,1.73092,0.705252
0.478441,1.73082,0.704929
0.477876,1.73073,0.704606
0.477313,1.73063,0.704284
0.476751,1.73053,0.703962
0.47619,1.73042,0.70364
0.475631,1.73032,0.703319
0.475073,1.73022,0.702999
0.474517,1.73011,0.702679
0.473961,1.73,0.702359
0.473407,1.7299,0.70204
0.472855,1.72979,0.701721
0.472303,1.72968,0.701403
0.471753,1.72957,0.701085
0.471204,1.72946,0.700767
0.470657,1.72934,0.70045
0.47011,1.72923,0.700133
0.47,1.72921,0.700069
0.469565,1.72912,0.699817
0.469021,1.729,0.699501
0.468479,1.72888,0.699185
0.467938,1.72877,0.69887
0.467398,1.72865,0.698555
0.466859,1.72853,0.698241
0.466321,1.72841,0.697927
0.465785,1.72829,0.697613
0.46525,1.72816,0.6973
0.464716,1.72804,0.696987
0.464183,1.72792,0.696675
0.463652,1.72779,0.696363
0.463122,1.72766,0.696051
0.462593,1.72754,0.695739
0.462065,1.72741,0.695428
0.461538,1.72728,0.695117
0.461013,1.72715,0.694807
0.460489,1.72702,0.694497
0.46,1.7269,0.694208
0.459966,1.72689,0.694187
0.459444,1.72676,0.693878
0.458924,1.72662,0.693569
0.458404,1.72649,0.69326
0.457886,1.72635,0.692952
0.457369,1.72622,0.692644
0.456853,1.72608,0.692336
0.456338,1.72595,0.692029
0.455824,1.72581,0.691722
0.455312,1.72567,0.691416
0.454801,1.72553,0.691109
0.454291,1.72539,0.690803
0.453782,1.72525,0.690497
0.453274,1.7251,0.690192
0.452767,1.72496,0.689887
0.452261,1.72482,0.689582
0.451757,1.72467,0.689278
0.451253,1.72453,0.688974
0.450751,1.72438,0.68867
0.45025,1.72424,0.688366
0.45,1.72416,0.688214
0.44975,1.72409,0.688063
0.449251,1.72394,0.68776
0.448753,1.72379,0.687457
0.448257,1.72364,0.687155
0.447761,1.72349,0.686853
0.447267,1.72334,0.686551
0.446773,1.72319,0.686249
0.446281,1.72304,0.685948
0.44579,1.72288,0.685647
0.4453,1.72273,0.685347
0.444811,1.72258,0.685046
0.444323,1.72242,0.684746
0.443836,1.72227,0.684446
0.44335,1.72211,0.684147
0.442865,1.72195,0.683848
0.442381,1.7218,0.683549
0.441899,1.72164,0.68325
0.441417,1.72148,0.682951
0.440936,1.72132,0.682653
0.440457,1.72116,0.682355
0.44,1.72101,0.682071
0.439978,1.721,0.682057
0.439501,1.72084,0.68176
0.439024,1.72068,0.681463
0.438549,1.72051,0.681166
0.438075,1.72035,0.680869
0.437601,1.72019,0.680573
0.437129,1.72002,0.680277
0.436658,1.71986,0.679981
0.436187,1.71969,0.679685
0.435718,1.71953,0.67939
0.43525,1.71936,0.679095
0.434783,1.71919,0.6788
0.434316,1.71903,0.678505
0.433851,1.71886,0.678211
0.433387,1.71869,0.677916
0.432924,1.71852,0.677622
0.432461,1.71835,0.677329
0.432,1.71818,0.677035
0.43154,1.71801,0.676742
0.43108,1.71784,0.676449
0.430622,1.71767,0.676156
0.430165,1.71749,0.675863
0.43,1.71743,0.675758
0.429708,1.71732,0.675571
0.429253,1.71715,0.675279
0.428798,1.71697,0.674987
0.428345,1.7168,0.674695
0.427892,1.71663,0.674404
0.427441,1.71645,0.674113
0.42699,1.71628,0.673822
0.42654,1.7161,0.673531
0.426092,1.71592,0.67324
0.425644,1.71575,0.67295
0.425197,1.71557,0.67266
0.424751,1.71539,0.67237
0.424306,1.71521,0.67208
0.423862,1.71503,0.671791
0.423419,1.71485,0.671502
0.422977,1.71468,0.671213
0.422535,1.7145,0.670924
0.422095,1.71431,0.670635
0.421655,1.71413,0.670347
0.421217,1.71395,0.670058
0.420779,1.71377,0.66977
0.420343,1.71359,0.669482
0.42,1.71345,0.669256
0.419907,1.71341,0.669195
0.419472,1.71322,0.668907
0.419038,1.71304,0.66862
0.418605,1.71286,0.668333
0.418172,1.71267,0.668046
0.417741,1.71249,0.66776
0.417311,1.7123,0.667473
0.416881,1.71212,0.667187
0.416452,1.71193,0.666901
0.416025,1.71175,0.666615
0.415598,1.71156,0.666329
0.415172,1.71138,0.666044
0.414747,1.71119,0.665759
0.414322,1.711,0.665474
0.413899,1.71081,0.665189
0.413476,1.71063,0.664904
0.413055,1.71044,0.664619
0.412634,1.71025,0.664335
0.412214,1.71006,0.664051
0.411795,1.70987,0.663767
0.411376,1.70968,0.663483
0.410959,1.70949,0.663199
0.410542,1.7093,0.662916
0.410127,1.70911,0.662633
0.41,1.70905,0.662547
0.409712,1.70892,0.66235
0.409298,1.70873,0.662067
0.408884,1.70854,0.661784
0.408472,1.70835,0.661502
0.40806,1.70815,0.661219
0.40765,1.70796,0.660937
0.40724,1.70777,0.660655
0.406831,1.70758,0.660373
0.406422,1.70738,0.660092
0.406015,1.70719,0.65981
0.405608,1.707,0.659529
0.405203,1.7068,0.659248
0.404798,1.70661,0.658967
0.404393,1.70641,0.658686
0.40399,1.70622,0.658405
0.403587,1.70603,0.658125
0.403186,1.70583,0.657845
0.402785,1.70563,0.657565
0.402385,1.70544,0.657285
0.401985,1.70524,0.657005
0.401587,1.70505,0.656725
0.401189,1.70485,0.656446
0.400792,1.70465,0.656167
0.400395,1.70446,0.655888
0.4,1.70426,0.655609
