wavelengthmicrons,Reindex,Imindex
0.714916,2.02381,1.04358
0.713656,2.02089,1.04047
0.712401,2.01799,1.03733
0.71115,2.01511,1.03416
0.71,2.01247,1.03121
0.709904,2.01224,1.03096
0.708661,2.0094,1.02773
0.707424,2.00657,1.02446
0.70619,2.00377,1.02117
0.704961,2.00098,1.01784
0.703736,1.99822,1.01448
0.702515,1.99547,1.01108
0.701299,1.99275,1.00765
0.700086,1.99006,1.00419
0.7,1.98986,1.00394
0.698878,1.98738,1.00069
0.697674,1.98473,0.997157
0.696475,1.98211,0.993587
0.695279,1.97951,0.989981
0.694087,1.97693,0.986338
0.6929,1.97439,0.982658
0.691716,1.97187,0.97894
0.690537,1.96938,0.975184
0.69,1.96825,0.973457
0.689362,1.96692,0.97139
0.68819,1.96449,0.967558
0.687023,1.96209,0.963686
0.685859,1.95973,0.959775
0.6847,1.9574,0.955824
0.683544,1.9551,0.951833
0.682393,1.95284,0.947802
0.681245,1.95062,0.94373
0.680101,1.94843,0.939617
0.68,1.94824,0.939252
0.678961,1.94629,0.935464
0.677824,1.94418,0.931269
0.676692,1.94212,0.927032
0.675563,1.9401,0.922754
0.674438,1.93812,0.918434
0.673317,1.93619,0.914073
0.672199,1.9343,0.909669
0.671085,1.93247,0.905224
0.67,1.93072,0.900838
0.669975,1.93068,0.900737
0.668869,1.92895,0.896208
0.667766,1.92726,0.891637
0.666667,1.92564,0.887024
0.665571,1.92406,0.88237
0.664479,1.92255,0.877675
0.663391,1.92109,0.872939
0.662306,1.91969,0.868162
0.661224,1.91836,0.863345
0.660147,1.91709,0.858487
0.66,1.91692,0.857822
0.659072,1.91588,0.853591
0.658002,1.91474,0.848655
0.656934,1.91367,0.843681
0.65587,1.91268,0.838669
0.65481,1.91175,0.83362
0.653753,1.9109,0.828535
0.652699,1.91012,0.823415
0.651649,1.90942,0.81826
0.650602,1.9088,0.813071
0.65,1.90848,0.810063
0.649559,1.90826,0.80785
0.648519,1.90781,0.802598
0.647482,1.90744,0.797316
0.646449,1.90716,0.792004
0.645418,1.90696,0.786665
0.644391,1.90686,0.7813
0.643368,1.90685,0.775911
0.642347,1.90693,0.770498
0.64133,1.90711,0.765064
0.640316,1.90739,0.759611
0.64,1.9075,0.757903
0.639305,1.90777,0.75414
0.638298,1.90824,0.748654
0.637293,1.90882,0.743154
0.636292,1.90951,0.737642
0.635294,1.9103,0.732121
0.634299,1.91119,0.726593
0.633307,1.9122,0.721061
0.632319,1.91331,0.715526
0.631333,1.91454,0.709992
0.63035,1.91588,0.704461
0.63,1.91639,0.702486
0.629371,1.91734,0.698935
0.628394,1.91891,0.693419
0.627421,1.92059,0.687914
0.62645,1.9224,0.682423
0.625483,1.92432,0.67695
0.624518,1.92636,0.671497
0.623557,1.92852,0.666069
0.622598,1.9308,0.660667
0.621642,1.9332,0.655296
0.62069,1.93572,0.649958
0.62,1.93762,0.646107
0.61974,1.93836,0.644657
0.618793,1.94112,0.639397
0.617849,1.94401,0.634181
0.616908,1.94701,0.629012
0.61597,1.95014,0.623895
0.615034,1.95339,0.618832
0.614102,1.95675,0.613827
0.613172,1.96024,0.608884
0.612245,1.96384,0.604007
0.611321,1.96756,0.599199
0.610399,1.9714,0.594463
0.61,1.97311,0.592429
0.609481,1.97536,0.589803
0.608565,1.97942,0.585223
0.607652,1.9836,0.580727
0.606742,1.98789,0.576317
0.605834,1.99229,0.571998
0.604929,1.9968,0.567772
0.604027,2.00141,0.563643
0.603127,2.00612,0.559614
0.60223,2.01093,0.55569
0.601336,2.01584,0.551871
0.600445,2.02085,0.548163
0.6,2.02339,0.546351
0.599556,2.02595,0.544567
0.59867,2.03114,0.541087
0.597786,2.03641,0.537725
0.596905,2.04177,0.534485
0.596026,2.04721,0.531368
0.595151,2.05273,0.528378
0.594277,2.05832,0.525516
0.593407,2.06399,0.522785
0.592538,2.06972,0.520188
0.591673,2.07551,0.517725
0.59081,2.08136,0.515399
0.59,2.08692,0.513337
0.589949,2.08727,0.513211
0.589091,2.09324,0.511164
0.588235,2.09925,0.509259
0.587382,2.1053,0.507496
0.586531,2.1114,0.505878
0.585683,2.11753,0.504405
0.584838,2.1237,0.503079
0.583994,2.12989,0.501899
0.583153,2.13611,0.500867
0.582315,2.14235,0.499982
0.581479,2.14861,0.499246
0.580645,2.15488,0.498659
0.58,2.15975,0.498306
0.579814,2.16116,0.498221
0.578985,2.16744,0.49793
0.578158,2.17373,0.497789
0.577334,2.18001,0.497795
0.576512,2.18628,0.497948
0.575693,2.19254,0.498249
0.574876,2.19879,0.498695
0.574061,2.20502,0.499287
0.573248,2.21122,0.500022
0.572438,2.2174,0.500901
0.57163,2.22355,0.501921
0.570825,2.22966,0.503082
0.570021,2.23574,0.504382
0.57,2.2359,0.504418
0.56922,2.24178,0.505819
0.568421,2.24777,0.507392
0.567624,2.25372,0.509098
0.56683,2.25961,0.510937
0.566038,2.26545,0.512905
0.565248,2.27124,0.515001
0.56446,2.27696,0.517223
0.563674,2.28262,0.519569
0.562891,2.28822,0.522035
0.56211,2.29375,0.524621
0.561331,2.29921,0.527323
0.560554,2.30459,0.530139
0.56,2.30839,0.532218
0.559779,2.3099,0.533066
0.559006,2.31513,0.536101
0.558236,2.32028,0.539243
0.557467,2.32535,0.542488
0.556701,2.33034,0.545834
0.555937,2.33524,0.549277
0.555175,2.34005,0.552816
0.554415,2.34477,0.556447
0.553657,2.34941,0.560167
0.552901,2.35395,0.563973
0.552147,2.35839,0.567863
0.551396,2.36275,0.571834
0.550646,2.367,0.575882
0.55,2.3706,0.579439
0.549898,2.37116,0.580005
0.549153,2.37522,0.5842
0.548409,2.37919,0.588465
0.547667,2.38305,0.592795
0.546928,2.38681,0.597189
0.54619,2.39047,0.601643
0.545455,2.39404,0.606155
0.544721,2.3975,0.610721
0.543989,2.40085,0.615339
0.54326,2.40411,0.620007
0.542532,2.40726,0.624721
0.541806,2.41032,0.629479
0.541082,2.41327,0.634278
0.54036,2.41611,0.639115
0.54,2.4175,0.641548
0.53964,2.41886,0.643989
0.538922,2.4215,0.648895
0.538206,2.42405,0.653832
0.537492,2.42649,0.658798
0.536779,2.42883,0.663789
0.536069,2.43107,0.668804
0.53536,2.43321,0.67384
0.534653,2.43525,0.678895
0.533949,2.4372,0.683966
0.533246,2.43905,0.689052
0.532544,2.4408,0.69415
0.531845,2.44245,0.699258
0.531148,2.44401,0.704375
0.530452,2.44548,0.709497
0.53,2.44638,0.712834
0.529758,2.44685,0.714624
0.529066,2.44813,0.719753
0.528376,2.44932,0.724883
0.527687,2.45042,0.730012
0.527001,2.45143,0.735137
0.526316,2.45235,0.740258
0.525633,2.45318,0.745372
0.524951,2.45393,0.750479
0.524272,2.4546,0.755577
0.523594,2.45518,0.760663
0.522918,2.45567,0.765738
0.522244,2.45609,0.770799
0.521571,2.45643,0.775845
0.5209,2.45668,0.780875
0.520231,2.45686,0.785887
0.52,2.45691,0.787618
0.519564,2.45697,0.790881
0.518898,2.45699,0.795856
0.518234,2.45695,0.80081
0.517572,2.45683,0.805742
0.516911,2.45664,0.810651
0.516252,2.45638,0.815537
0.515595,2.45605,0.820398
0.51494,2.45565,0.825234
0.514286,2.45519,0.830044
0.513633,2.45466,0.834827
0.512983,2.45407,0.839582
0.512334,2.45342,0.844309
0.511687,2.4527,0.849007
0.511041,2.45192,0.853675
0.510397,2.45109,0.858313
0.51,2.45054,0.861162
0.509755,2.45019,0.86292
0.509114,2.44924,0.867495
0.508475,2.44823,0.872039
0.507837,2.44717,0.876551
0.507201,2.44606,0.88103
0.506567,2.44489,0.885476
0.505934,2.44367,0.889889
0.505303,2.44241,0.894268
0.504673,2.44109,0.898613
0.504045,2.43973,0.902923
0.503418,2.43832,0.907199
0.502793,2.43686,0.91144
0.50217,2.43536,0.915646
0.501548,2.43382,0.919816
0.500928,2.43223,0.923952
0.500309,2.4306,0.928051
0.5,2.42977,0.930088
0.499692,2.42893,0.932115
0.499076,2.42722,0.936144
0.498462,2.42548,0.940136
0.497849,2.42369,0.944092
0.497238,2.42187,0.948013
0.496628,2.42002,0.951897
0.49602,2.41812,0.955745
0.495413,2.4162,0.959557
0.494808,2.41424,0.963334
0.494204,2.41225,0.967074
0.493601,2.41022,0.970778
0.493001,2.40817,0.974446
0.492401,2.40609,0.978078
0.491803,2.40398,0.981674
0.491207,2.40183,0.985235
0.490612,2.39967,0.98876
0.490018,2.39747,0.992249
0.49,2.3974,0.992355
0.489426,2.39525,0.995703
0.488835,2.393,0.999122
0.488246,2.39073,1.00251
0.487658,2.38844,1.00585
0.487072,2.38612,1.00917
0.486486,2.38378,1.01245
0.485903,2.38141,1.01569
0.485321,2.37903,1.0189
0.48474,2.37663,1.02207
0.48416,2.3742,1.02522
0.483582,2.37176,1.02832
0.483005,2.36929,1.0314
0.48243,2.36681,1.03444
0.481856,2.36431,1.03744
0.481283,2.36179,1.04042
0.480712,2.35926,1.04336
0.480142,2.35671,1.04626
0.48,2.35607,1.04699
0.479574,2.35414,1.04914
0.479007,2.35156,1.05198
0.478441,2.34896,1.05479
0.477876,2.34635,1.05757
0.477313,2.34373,1.06032
0.476751,2.34109,1.06303
0.47619,2.33844,1.06572
0.475631,2.33578,1.06837
0.475073,2.3331,1.07099
0.474517,2.33042,1.07358
0.473961,2.32772,1.07615
0.473407,2.32501,1.07868
0.472855,2.32229,1.08118
0.472303,2.31956,1.08365
0.471753,2.31682,1.08609
0.471204,2.31407,1.08851
0.470657,2.31132,1.09089
0.47011,2.30855,1.09325
0.47,2.30799,1.09372
0.469565,2.30578,1.09557
0.469021,2.30299,1.09787
0.468479,2.3002,1.10014
0.467938,2.29741,1.10238
0.467398,2.2946,1.1046
0.466859,2.29179,1.10679
0.466321,2.28897,1.10895
0.465785,2.28615,1.11108
0.46525,2.28332,1.11319
0.464716,2.28048,1.11527
0.464183,2.27764,1.11732
0.463652,2.2748,1.11935
0.463122,2.27194,1.12135
0.462593,2.26909,1.12333
0.462065,2.26623,1.12528
0.461538,2.26336,1.1272
0.461013,2.2605,1.1291
0.460489,2.25762,1.13098
0.46,2.25494,1.13271
0.459966,2.25475,1.13283
0.459444,2.25187,1.13466
0.458924,2.24899,1.13646
0.458404,2.2461,1.13824
0.457886,2.24322,1.14
0.457369,2.24033,1.14173
0.456853,2.23743,1.14344
0.456338,2.23454,1.14512
0.455824,2.23164,1.14678
0.455312,2.22875,1.14842
0.454801,2.22585,1.15004
0.454291,2.22295,1.15164
0.453782,2.22004,1.15321
0.453274,2.21714,1.15476
0.452767,2.21424,1.15629
0.452261,2.21133,1.1578
0.451757,2.20842,1.15929
0.451253,2.20552,1.16075
0.450751,2.20261,1.1622
0.45025,2.1997,1.16362
0.45,2.19825,1.16432
0.44975,2.1968,1.16502
0.449251,2.19389,1.1664
0.448753,2.19098,1.16777
0.448257,2.18808,1.16911
0.447761,2.18517,1.17043
0.447267,2.18226,1.17173
0.446773,2.17936,1.17302
0.446281,2.17645,1.17428
0.44579,2.17355,1.17552
0.4453,2.17065,1.17675
0.444811,2.16774,1.17796
0.444323,2.16484,1.17914
0.443836,2.16194,1.18031
0.44335,2.15905,1.18146
0.442865,2.15615,1.1826
0.442381,2.15325,1.18371
0.441899,2.15036,1.18481
0.441417,2.14747,1.18589
0.440936,2.14458,1.18695
0.440457,2.14169,1.18799
0.44,2.13893,1.18897
0.439978,2.1388,1.18902
0.439501,2.13592,1.19002
0.439024,2.13304,1.19102
0.438549,2.13016,1.19199
0.438075,2.12728,1.19295
0.437601,2.1244,1.19389
0.437129,2.12153,1.19482
0.436658,2.11866,1.19572
0.436187,2.11579,1.19662
0.435718,2.11292,1.19749
0.43525,2.11006,1.19835
0.434783,2.1072,1.1992
0.434316,2.10434,1.20003
0.433851,2.10149,1.20084
0.433387,2.09864,1.20164
0.432924,2.09579,1.20242
0.432461,2.09294,1.20319
0.432,2.0901,1.20394
0.43154,2.08726,1.20468
0.43108,2.08442,1.2054
0.430622,2.08159,1.20611
0.430165,2.07876,1.2068
0.43,2.07774,1.20704
0.429708,2.07593,1.20748
0.429253,2.07311,1.20814
0.428798,2.07028,1.20879
0.428345,2.06747,1.20943
0.427892,2.06465,1.21005
0.427441,2.06184,1.21066
0.42699,2.05904,1.21125
0.42654,2.05623,1.21183
0.426092,2.05344,1.2124
0.425644,2.05064,1.21295
0.425197,2.04785,1.21349
0.424751,2.04506,1.21402
0.424306,2.04227,1.21453
0.423862,2.03949,1.21503
0.423419,2.03672,1.21552
0.422977,2.03394,1.216
0.422535,2.03118,1.21646
0.422095,2.02841,1.21691
0.421655,2.02565,1.21735
0.421217,2.02289,1.21777
0.420779,2.02014,1.21818
0.420343,2.01739,1.21858
0.42,2.01523,1.21889
0.419907,2.01464,1.21897
0.419472,2.0119,1.21935
0.419038,2.00917,1.21971
0.418605,2.00643,1.22006
0.418172,2.00371,1.2204
0.417741,2.00098,1.22073
0.417311,1.99826,1.22104
0.416881,1.99555,1.22135
0.416452,1.99283,1.22164
0.416025,1.99013,1.22193
0.415598,1.98742,1.2222
0.415172,1.98473,1.22246
0.414747,1.98203,1.2227
0.414322,1.97934,1.22294
0.413899,1.97666,1.22317
0.413476,1.97397,1.22338
0.413055,1.9713,1.22359
0.412634,1.96863,1.22378
0.412214,1.96596,1.22397
0.411795,1.9633,1.22414
0.411376,1.96064,1.2243
0.410959,1.95798,1.22445
0.410542,1.95533,1.22459
0.410127,1.95269,1.22473
0.41,1.95188,1.22476
0.409712,1.95005,1.22485
0.409298,1.94741,1.22496
0.408884,1.94478,1.22506
0.408472,1.94215,1.22515
0.40806,1.93953,1.22523
0.40765,1.93691,1.2253
0.40724,1.9343,1.22536
0.406831,1.93169,1.22541
0.406422,1.92909,1.22546
0.406015,1.92649,1.22549
0.405608,1.9239,1.22551
0.405203,1.92131,1.22553
0.404798,1.91872,1.22553
0.404393,1.91614,1.22553
0.40399,1.91357,1.22551
0.403587,1.911,1.22549
0.403186,1.90843,1.22545
0.402785,1.90587,1.22541
0.402385,1.90332,1.22536
0.401985,1.90076,1.2253
0.401587,1.89822,1.22523
0.401189,1.89568,1.22516
0.400792,1.89314,1.22507
0.400395,1.89061,1.22498
0.4,1.88808,1.22487
